urn of en allw scholion	scholion text after en allw	urn of iliad line for that scholion	text of corresponding Iliad line in VenA	text of a similar Iliad line in OCT	words that intersect between two lines	urn of OCT line
urn:cts:greekLit:tlg5026.msAim.hmt:18.45	καλὰς ὀθόνας	urn:cts:greekLit:tlg0012.tlg001.msA:18.426	αὔδᾱ ὅ τι φρονέεις τελέσαι δέ με θυμὸς ἄνωγε	ἑλκέμεναι μέμονεν κεφαλὴν δέ ἑ θυμὸς ἄνωγε	δέ, θυμὸς, ἄνωγε	urn:cts:greekLit:tlg0012.tlg001.omar:18.176
---	---	---	---	---	---	---
urn:cts:greekLit:tlg5026.msAim.hmt:18.71	ποδάρκης δῖος Άχιλλεύς ⁚	urn:cts:greekLit:tlg0012.tlg001.msA:18.595	τῶν δ' αἱ μὲν λεπτὰς ὀθόνας ἔχον οἱ δὲ χιτῶνας	τῶν μὲν πεντήκοντα νέες κίον ἐν δὲ ἑκάστῃ	τῶν, μὲν, δὲ	urn:cts:greekLit:tlg0012.tlg001.omar:2.509
urn:cts:greekLit:tlg5026.msAim.hmt:18.71	ποδάρκης δῖος Άχιλλεύς ⁚	urn:cts:greekLit:tlg0012.tlg001.msA:18.595	τῶν δ' αἱ μὲν λεπτὰς ὀθόνας ἔχον οἱ δὲ χιτῶνας	τὼ δὲ διὰ Σκαιῶν πεδίον δ' ἔχον ὠκέας ἵππους	δ', ἔχον, δὲ	urn:cts:greekLit:tlg0012.tlg001.omar:3.263
urn:cts:greekLit:tlg5026.msAim.hmt:18.71	ποδάρκης δῖος Άχιλλεύς ⁚	urn:cts:greekLit:tlg0012.tlg001.msA:18.595	τῶν δ' αἱ μὲν λεπτὰς ὀθόνας ἔχον οἱ δὲ χιτῶνας	τῶν ἄλλος μὲν ἀποφθίσθω ἄλλος δὲ βιώτω	τῶν, μὲν, δὲ	urn:cts:greekLit:tlg0012.tlg001.omar:8.429
urn:cts:greekLit:tlg5026.msAim.hmt:18.71	ποδάρκης δῖος Άχιλλεύς ⁚	urn:cts:greekLit:tlg0012.tlg001.msA:18.595	τῶν δ' αἱ μὲν λεπτὰς ὀθόνας ἔχον οἱ δὲ χιτῶνας	ὣς οἱ μὲν Τρῶες φυλακὰς ἔχον αὐτὰρ ̓Αχαιοὺς	μὲν, ἔχον, οἱ	urn:cts:greekLit:tlg0012.tlg001.omar:9.1
urn:cts:greekLit:tlg5026.msAim.hmt:18.71	ποδάρκης δῖος Άχιλλεύς ⁚	urn:cts:greekLit:tlg0012.tlg001.msA:18.595	τῶν δ' αἱ μὲν λεπτὰς ὀθόνας ἔχον οἱ δὲ χιτῶνας	κτεῖνε δ' ἐπιστροφάδην τῶν δὲ στόνος ὄρνυτ' ἀεικὴς	τῶν, δ', δὲ	urn:cts:greekLit:tlg0012.tlg001.omar:10.483
urn:cts:greekLit:tlg5026.msAim.hmt:18.71	ποδάρκης δῖος Άχιλλεύς ⁚	urn:cts:greekLit:tlg0012.tlg001.msA:18.595	τῶν δ' αἱ μὲν λεπτὰς ὀθόνας ἔχον οἱ δὲ χιτῶνας	τῶν μὲν ἄρ' οὐκ ἀλέγιζε πατήρ ὃ δὲ νόσφι λιασθεὶς	τῶν, μὲν, δὲ	urn:cts:greekLit:tlg0012.tlg001.omar:11.80
urn:cts:greekLit:tlg5026.msAim.hmt:18.71	ποδάρκης δῖος Άχιλλεύς ⁚	urn:cts:greekLit:tlg0012.tlg001.msA:18.595	τῶν δ' αἱ μὲν λεπτὰς ὀθόνας ἔχον οἱ δὲ χιτῶνας	πολλοὶ δ' ̓Αργείων οἳ μὲν δάμεν οἳ δὲ λίποντο	δ', μὲν, δὲ	urn:cts:greekLit:tlg0012.tlg001.omar:12.14
urn:cts:greekLit:tlg5026.msAim.hmt:18.71	ποδάρκης δῖος Άχιλλεύς ⁚	urn:cts:greekLit:tlg0012.tlg001.msA:18.595	τῶν δ' αἱ μὲν λεπτὰς ὀθόνας ἔχον οἱ δὲ χιτῶνας	αἱ μὲν ἄρ' ἐς Τρῶας αἱ δ' ἐκ Τρώων ἐς ̓Αχαιούς	δ', αἱ, μὲν	urn:cts:greekLit:tlg0012.tlg001.omar:12.288
urn:cts:greekLit:tlg5026.msAim.hmt:18.71	ποδάρκης δῖος Άχιλλεύς ⁚	urn:cts:greekLit:tlg0012.tlg001.msA:18.595	τῶν δ' αἱ μὲν λεπτὰς ὀθόνας ἔχον οἱ δὲ χιτῶνας	αὐτίκα δ' οἳ μὲν τεῖχος ὑπέρβασαν οἳ δὲ κατ' αὐτὰς	δ', μὲν, δὲ	urn:cts:greekLit:tlg0012.tlg001.omar:12.469
urn:cts:greekLit:tlg5026.msAim.hmt:18.71	ποδάρκης δῖος Άχιλλεύς ⁚	urn:cts:greekLit:tlg0012.tlg001.msA:18.595	τῶν δ' αἱ μὲν λεπτὰς ὀθόνας ἔχον οἱ δὲ χιτῶνας	ἣ δ' ἄλλους μὲν ἔασε Θέμιστι δὲ καλλιπαρῄῳ	δ', μὲν, δὲ	urn:cts:greekLit:tlg0012.tlg001.omar:15.87
urn:cts:greekLit:tlg5026.msAim.hmt:18.71	ποδάρκης δῖος Άχιλλεύς ⁚	urn:cts:greekLit:tlg0012.tlg001.msA:18.595	τῶν δ' αἱ μὲν λεπτὰς ὀθόνας ἔχον οἱ δὲ χιτῶνας	τῶν δὲ καὶ ἀργύφεον πλῆτο σπέος αἳ δ' ἅμα πᾶσαι	τῶν, δ', δὲ	urn:cts:greekLit:tlg0012.tlg001.omar:18.50
urn:cts:greekLit:tlg5026.msAim.hmt:18.71	ποδάρκης δῖος Άχιλλεύς ⁚	urn:cts:greekLit:tlg0012.tlg001.msA:18.595	τῶν δ' αἱ μὲν λεπτὰς ὀθόνας ἔχον οἱ δὲ χιτῶνας	οἳ δ' ἤτοι τόσσον μὲν ἔχον τέλος οὔατα δ' οὔ πω	δ', μὲν, ἔχον	urn:cts:greekLit:tlg0012.tlg001.omar:18.378
urn:cts:greekLit:tlg5026.msAim.hmt:18.71	ποδάρκης δῖος Άχιλλεύς ⁚	urn:cts:greekLit:tlg0012.tlg001.msA:18.595	τῶν δ' αἱ μὲν λεπτὰς ὀθόνας ἔχον οἱ δὲ χιτῶνας	ἐν μὲν γαῖαν ἔτευξ' ἐν δ' οὐρανόν ἐν δὲ θάλασσαν	δ', μὲν, δὲ	urn:cts:greekLit:tlg0012.tlg001.omar:18.483
urn:cts:greekLit:tlg5026.msAim.hmt:18.71	ποδάρκης δῖος Άχιλλεύς ⁚	urn:cts:greekLit:tlg0012.tlg001.msA:18.595	τῶν δ' αἱ μὲν λεπτὰς ὀθόνας ἔχον οἱ δὲ χιτῶνας	καί ῥ' αἳ μὲν καλὰς στεφάνας ἔχον οἳ δὲ μαχαίρας	μὲν, ἔχον, δὲ	urn:cts:greekLit:tlg0012.tlg001.omar:18.597
urn:cts:greekLit:tlg5026.msAim.hmt:18.71	ποδάρκης δῖος Άχιλλεύς ⁚	urn:cts:greekLit:tlg0012.tlg001.msA:18.595	τῶν δ' αἱ μὲν λεπτὰς ὀθόνας ἔχον οἱ δὲ χιτῶνας	οἶδα δ' ὅτι σὺ μὲν ἐσθλός ἐγὼ δὲ σέθεν πολὺ χείρων	δ', μὲν, δὲ	urn:cts:greekLit:tlg0012.tlg001.omar:20.434
urn:cts:greekLit:tlg5026.msAim.hmt:18.71	ποδάρκης δῖος Άχιλλεύς ⁚	urn:cts:greekLit:tlg0012.tlg001.msA:18.595	τῶν δ' αἱ μὲν λεπτὰς ὀθόνας ἔχον οἱ δὲ χιτῶνας	τύπτε δ' ἐπιστροφάδην τῶν δὲ στόνος ὄρνυτ' ἀεικὴς	τῶν, δ', δὲ	urn:cts:greekLit:tlg0012.tlg001.omar:21.20
urn:cts:greekLit:tlg5026.msAim.hmt:18.71	ποδάρκης δῖος Άχιλλεύς ⁚	urn:cts:greekLit:tlg0012.tlg001.msA:18.595	τῶν δ' αἱ μὲν λεπτὰς ὀθόνας ἔχον οἱ δὲ χιτῶνας	νῦν δ' ἐμὲ μὲν μέγα κῦδος ἀφείλεο τοὺς δὲ σάωσας	δ', μὲν, δὲ	urn:cts:greekLit:tlg0012.tlg001.omar:22.18
urn:cts:greekLit:tlg5026.msAim.hmt:18.71	ποδάρκης δῖος Άχιλλεύς ⁚	urn:cts:greekLit:tlg0012.tlg001.msA:18.595	τῶν δ' αἱ μὲν λεπτὰς ὀθόνας ἔχον οἱ δὲ χιτῶνας	ἣ δ' αὖθ' ἕζεσθαι μὲν ἀνήνατο εἶπε δὲ μῦθον	δ', μὲν, δὲ	urn:cts:greekLit:tlg0012.tlg001.omar:23.204
urn:cts:greekLit:tlg5026.msAim.hmt:18.71	ποδάρκης δῖος Άχιλλεύς ⁚	urn:cts:greekLit:tlg0012.tlg001.msA:18.595	τῶν δ' αἱ μὲν λεπτὰς ὀθόνας ἔχον οἱ δὲ χιτῶνας	τῶν δ' ἵπποι μὲν ἔασιν ἀφάρτεροι οὐδὲ μὲν αὐτοὶ	τῶν, δ', μὲν	urn:cts:greekLit:tlg0012.tlg001.omar:23.311
urn:cts:greekLit:tlg5026.msAim.hmt:18.71	ποδάρκης δῖος Άχιλλεύς ⁚	urn:cts:greekLit:tlg0012.tlg001.msA:18.595	τῶν δ' αἱ μὲν λεπτὰς ὀθόνας ἔχον οἱ δὲ χιτῶνας	τόσσα δὲ φάρεα λευκά τόσους δ' ἐπὶ τοῖσι χιτῶνας	δ', δὲ, χιτῶνας	urn:cts:greekLit:tlg0012.tlg001.omar:24.231
---	---	---	---	---	---	---
urn:cts:greekLit:tlg5026.msAim.hmt:19.2015office4_3	αὐτῇ δ' αὖ	urn:cts:greekLit:tlg0012.tlg001.msA:19.40	αὐτὰρ ὃ βῆ παρὰ θῖνα θαλάσσης δῖος Ἀχιλλεὺς	βῆ δ' ἀκέων παρὰ θῖνα πολυφλοίσβοιο θαλάσσης	βῆ, παρὰ, θῖνα, θαλάσσης	urn:cts:greekLit:tlg0012.tlg001.omar:1.34
urn:cts:greekLit:tlg5026.msAim.hmt:19.2015office4_3	αὐτῇ δ' αὖ	urn:cts:greekLit:tlg0012.tlg001.msA:19.40	αὐτὰρ ὃ βῆ παρὰ θῖνα θαλάσσης δῖος Ἀχιλλεὺς	αὐτὰρ ὃ βῆ πολέας δὲ κιχήσατο Καδμεί̈ωνας	αὐτὰρ, ὃ, βῆ	urn:cts:greekLit:tlg0012.tlg001.omar:4.385
urn:cts:greekLit:tlg5026.msAim.hmt:19.2015office4_3	αὐτῇ δ' αὖ	urn:cts:greekLit:tlg0012.tlg001.msA:19.40	αὐτὰρ ὃ βῆ παρὰ θῖνα θαλάσσης δῖος Ἀχιλλεὺς	αὐτὰρ ὃ βῆ πρὸς δῶμα Διὸς καὶ μακρὸν ̓́Ολυμπον	αὐτὰρ, ὃ, βῆ	urn:cts:greekLit:tlg0012.tlg001.omar:5.398
urn:cts:greekLit:tlg5026.msAim.hmt:19.2015office4_3	αὐτῇ δ' αὖ	urn:cts:greekLit:tlg0012.tlg001.msA:19.40	αὐτὰρ ὃ βῆ παρὰ θῖνα θαλάσσης δῖος Ἀχιλλεὺς	αὐτὰρ ὃ βῆ ῥ' ἰθὺς Διομήδεος ἱπποδάμοιο	αὐτὰρ, ὃ, βῆ	urn:cts:greekLit:tlg0012.tlg001.omar:5.849
urn:cts:greekLit:tlg5026.msAim.hmt:19.2015office4_3	αὐτῇ δ' αὖ	urn:cts:greekLit:tlg0012.tlg001.msA:19.40	αὐτὰρ ὃ βῆ παρὰ θῖνα θαλάσσης δῖος Ἀχιλλεὺς	τὼ δὲ βάτην παρὰ θῖνα πολυφλοίσβοιο θαλάσσης	παρὰ, θῖνα, θαλάσσης	urn:cts:greekLit:tlg0012.tlg001.omar:9.182
urn:cts:greekLit:tlg5026.msAim.hmt:19.2015office4_3	αὐτῇ δ' αὖ	urn:cts:greekLit:tlg0012.tlg001.msA:19.40	αὐτὰρ ὃ βῆ παρὰ θῖνα θαλάσσης δῖος Ἀχιλλεὺς	αὐτὰρ ὃ βῆ ῥ' ἰέναι μετὰ Νέστορα ποιμένα λαῶν	αὐτὰρ, ὃ, βῆ	urn:cts:greekLit:tlg0012.tlg001.omar:10.73
urn:cts:greekLit:tlg5026.msAim.hmt:19.2015office4_3	αὐτῇ δ' αὖ	urn:cts:greekLit:tlg0012.tlg001.msA:19.40	αὐτὰρ ὃ βῆ παρὰ θῖνα θαλάσσης δῖος Ἀχιλλεὺς	αὐτὰρ ὃ βῆ ̓͂Ισόν τε καὶ ̓́Αντιφον ἐξεναρίξων	αὐτὰρ, ὃ, βῆ	urn:cts:greekLit:tlg0012.tlg001.omar:11.101
urn:cts:greekLit:tlg5026.msAim.hmt:19.2015office4_3	αὐτῇ δ' αὖ	urn:cts:greekLit:tlg0012.tlg001.msA:19.40	αὐτὰρ ὃ βῆ παρὰ θῖνα θαλάσσης δῖος Ἀχιλλεὺς	αὐτὰρ ὃ βῆ σὺν δουρὶ μετ' ἀντίθεον Πολύδωρον	αὐτὰρ, ὃ, βῆ	urn:cts:greekLit:tlg0012.tlg001.omar:20.407
urn:cts:greekLit:tlg5026.msAim.hmt:19.2015office4_3	αὐτῇ δ' αὖ	urn:cts:greekLit:tlg0012.tlg001.msA:19.40	αὐτὰρ ὃ βῆ παρὰ θῖνα θαλάσσης δῖος Ἀχιλλεὺς	αὐτὰρ ὃ βῆ ῥ' ἰέναι μετ' ἀμύμονα Πείρεω υἱὸν	αὐτὰρ, ὃ, βῆ	urn:cts:greekLit:tlg0012.tlg001.omar:20.484
urn:cts:greekLit:tlg5026.msAim.hmt:19.2015office4_3	αὐτῇ δ' αὖ	urn:cts:greekLit:tlg0012.tlg001.msA:19.40	αὐτὰρ ὃ βῆ παρὰ θῖνα θαλάσσης δῖος Ἀχιλλεὺς	αὐτὰρ ὃ βῆ ῥ' ἰέναι μετὰ Παίονας ἱπποκορυστάς	αὐτὰρ, ὃ, βῆ	urn:cts:greekLit:tlg0012.tlg001.omar:21.205
urn:cts:greekLit:tlg5026.msAim.hmt:19.2015office4_3	αὐτῇ δ' αὖ	urn:cts:greekLit:tlg0012.tlg001.msA:19.40	αὐτὰρ ὃ βῆ παρὰ θῖνα θαλάσσης δῖος Ἀχιλλεὺς	αὐτὰρ ὃ βῆ μέγα γάρ ῥα θεῶν ὄτρυνεν ἐφετμή	αὐτὰρ, ὃ, βῆ	urn:cts:greekLit:tlg0012.tlg001.omar:21.299
---	---	---	---	---	---	---
---	---	---	---	---	---	---
---	---	---	---	---	---	---
urn:cts:greekLit:tlg5026.msAint.hmt:5.5029	προσηυδα διά γυναικῶν	urn:cts:greekLit:tlg0012.tlg001.msA:5.901	ἠκέσατ' οὐ μὲν γάρ τι καταθνητός γ' ἐτέτυκτο	οὐ γάρ πώ ποτέ μ' ὧδέ γ' ἔρως φρένας ἀμφεκάλυψεν	οὐ, γάρ, γ'	urn:cts:greekLit:tlg0012.tlg001.omar:3.442
urn:cts:greekLit:tlg5026.msAint.hmt:5.5029	προσηυδα διά γυναικῶν	urn:cts:greekLit:tlg0012.tlg001.msA:5.901	ἠκέσατ' οὐ μὲν γάρ τι καταθνητός γ' ἐτέτυκτο	οὐ μὲν γὰρ φιλότητί γ' ἐκεύθανον εἴ τις ἴδοιτο	οὐ, μὲν, γ'	urn:cts:greekLit:tlg0012.tlg001.omar:3.453
urn:cts:greekLit:tlg5026.msAint.hmt:5.5029	προσηυδα διά γυναικῶν	urn:cts:greekLit:tlg0012.tlg001.msA:5.901	ἠκέσατ' οὐ μὲν γάρ τι καταθνητός γ' ἐτέτυκτο	οὐ μὲν Τυδέϊ γ' ὧδε φίλον πτωσκαζέμεν ἦεν	οὐ, μὲν, γ'	urn:cts:greekLit:tlg0012.tlg001.omar:4.372
urn:cts:greekLit:tlg5026.msAint.hmt:5.5029	προσηυδα διά γυναικῶν	urn:cts:greekLit:tlg0012.tlg001.msA:5.901	ἠκέσατ' οὐ μὲν γάρ τι καταθνητός γ' ἐτέτυκτο	ἤμβροτες οὐδ' ἔτυχες ἀτὰρ οὐ μὲν σφῶί̈ γ' ὀί̈ω	οὐ, μὲν, γ'	urn:cts:greekLit:tlg0012.tlg001.omar:5.287
urn:cts:greekLit:tlg5026.msAint.hmt:5.5029	προσηυδα διά γυναικῶν	urn:cts:greekLit:tlg0012.tlg001.msA:5.901	ἠκέσατ' οὐ μὲν γάρ τι καταθνητός γ' ἐτέτυκτο	ἠκέσατ' οὐ μὲν γάρ τι καταθνητός γε τέτυκτο	ἠκέσατ', οὐ, μὲν, γάρ, τι, καταθνητό	urn:cts:greekLit:tlg0012.tlg001.omar:5.402
urn:cts:greekLit:tlg5026.msAint.hmt:5.5029	προσηυδα διά γυναικῶν	urn:cts:greekLit:tlg0012.tlg001.msA:5.901	ἠκέσατ' οὐ μὲν γάρ τι καταθνητός γ' ἐτέτυκτο	οὐ μὲν γάρ ποτ' ὄπωπα μάχῃ ἔνι κυδιανείρῃ	οὐ, μὲν, γάρ	urn:cts:greekLit:tlg0012.tlg001.omar:6.124
urn:cts:greekLit:tlg5026.msAint.hmt:5.5029	προσηυδα διά γυναικῶν	urn:cts:greekLit:tlg0012.tlg001.msA:5.901	ἠκέσατ' οὐ μὲν γάρ τι καταθνητός γ' ἐτέτυκτο	καὶ κύνας οὐ μὲν γάρ κε δάμη παύροισι βροτοῖσι	οὐ, μὲν, γάρ	urn:cts:greekLit:tlg0012.tlg001.omar:9.545
urn:cts:greekLit:tlg5026.msAint.hmt:5.5029	προσηυδα διά γυναικῶν	urn:cts:greekLit:tlg0012.tlg001.msA:5.901	ἠκέσατ' οὐ μὲν γάρ τι καταθνητός γ' ἐτέτυκτο	οὐ μὲν γάρ ποτ' ἄνευ δηί̈ων ἦν ἀλλὰ κατ' αὐτοὺς	οὐ, μὲν, γάρ	urn:cts:greekLit:tlg0012.tlg001.omar:13.556
urn:cts:greekLit:tlg5026.msAint.hmt:5.5029	προσηυδα διά γυναικῶν	urn:cts:greekLit:tlg0012.tlg001.msA:5.901	ἠκέσατ' οὐ μὲν γάρ τι καταθνητός γ' ἐτέτυκτο	οὐ γάρ πώ τι Τρῶες ἀρηϊφίλων ὑπ' ̓Αχαιῶν	οὐ, γάρ, τι	urn:cts:greekLit:tlg0012.tlg001.omar:16.303
urn:cts:greekLit:tlg5026.msAint.hmt:5.5029	προσηυδα διά γυναικῶν	urn:cts:greekLit:tlg0012.tlg001.msA:5.901	ἠκέσατ' οὐ μὲν γάρ τι καταθνητός γ' ἐτέτυκτο	οὐ μὲν γάρ τί πού ἐστιν ὀϊζυρώτερον ἀνδρὸς	οὐ, μὲν, γάρ	urn:cts:greekLit:tlg0012.tlg001.omar:17.446
urn:cts:greekLit:tlg5026.msAint.hmt:5.5029	προσηυδα διά γυναικῶν	urn:cts:greekLit:tlg0012.tlg001.msA:5.901	ἠκέσατ' οὐ μὲν γάρ τι καταθνητός γ' ἐτέτυκτο	ἔσσεαι οὐ μὲν γάρ τι νεμεσσητὸν βασιλῆα	οὐ, μὲν, γάρ, τι	urn:cts:greekLit:tlg0012.tlg001.omar:19.182
urn:cts:greekLit:tlg5026.msAint.hmt:5.5029	προσηυδα διά γυναικῶν	urn:cts:greekLit:tlg0012.tlg001.msA:5.901	ἠκέσατ' οὐ μὲν γάρ τι καταθνητός γ' ἐτέτυκτο	σῇ ποθῇ οὐ μὲν γάρ τι κακώτερον ἄλλο πάθοιμι	οὐ, μὲν, γάρ, τι	urn:cts:greekLit:tlg0012.tlg001.omar:19.321
urn:cts:greekLit:tlg5026.msAint.hmt:5.5029	προσηυδα διά γυναικῶν	urn:cts:greekLit:tlg0012.tlg001.msA:5.901	ἠκέσατ' οὐ μὲν γάρ τι καταθνητός γ' ἐτέτυκτο	οὐ μὲν γάρ τίς ς' ἄλλος ̓Αχαιῶν ἐξεναρίξει	οὐ, μὲν, γάρ	urn:cts:greekLit:tlg0012.tlg001.omar:20.339
urn:cts:greekLit:tlg5026.msAint.hmt:5.5029	προσηυδα διά γυναικῶν	urn:cts:greekLit:tlg0012.tlg001.msA:5.901	ἠκέσατ' οὐ μὲν γάρ τι καταθνητός γ' ἐτέτυκτο	οὐ γάρ τι γλυκύθυμος ἀνὴρ ἦν οὐδ' ἀγανόφρων	οὐ, γάρ, τι	urn:cts:greekLit:tlg0012.tlg001.omar:20.467
urn:cts:greekLit:tlg5026.msAint.hmt:5.5029	προσηυδα διά γυναικῶν	urn:cts:greekLit:tlg0012.tlg001.msA:5.901	ἠκέσατ' οὐ μὲν γάρ τι καταθνητός γ' ἐτέτυκτο	χρεώμενος οὐ μὲν γάρ οἱ ἀτεμβόμενός γε σιδήρου	οὐ, μὲν, γάρ	urn:cts:greekLit:tlg0012.tlg001.omar:23.834
urn:cts:greekLit:tlg5026.msAint.hmt:5.5029	προσηυδα διά γυναικῶν	urn:cts:greekLit:tlg0012.tlg001.msA:5.901	ἠκέσατ' οὐ μὲν γάρ τι καταθνητός γ' ἐτέτυκτο	ὄρνιθος μὲν ἅμαρτε μέγηρε γάρ οἱ τό γ' ̓Απόλλων	μὲν, γάρ, γ'	urn:cts:greekLit:tlg0012.tlg001.omar:23.865
urn:cts:greekLit:tlg5026.msAint.hmt:5.5029	προσηυδα διά γυναικῶν	urn:cts:greekLit:tlg0012.tlg001.msA:5.901	ἠκέσατ' οὐ μὲν γάρ τι καταθνητός γ' ἐτέτυκτο	οὐ μὲν γάρ τοι ἐγὼ κακὸν ὀσσομένη τόδ' ἱκάνω	οὐ, μὲν, γάρ	urn:cts:greekLit:tlg0012.tlg001.omar:24.172
urn:cts:greekLit:tlg5026.msAint.hmt:5.5029	προσηυδα διά γυναικῶν	urn:cts:greekLit:tlg0012.tlg001.msA:5.901	ἠκέσατ' οὐ μὲν γάρ τι καταθνητός γ' ἐτέτυκτο	σὸς πάϊς οὐ μὲν γάρ τι μάχης ἐπιδεύετ' ̓Αχαιῶν	οὐ, μὲν, γάρ, τι	urn:cts:greekLit:tlg0012.tlg001.omar:24.385
urn:cts:greekLit:tlg5026.msAint.hmt:5.5029	προσηυδα διά γυναικῶν	urn:cts:greekLit:tlg0012.tlg001.msA:5.901	ἠκέσατ' οὐ μὲν γάρ τι καταθνητός γ' ἐτέτυκτο	οὐ γάρ τι πρήξεις ἀκαχήμενος υἷος ἑῆος	οὐ, γάρ, τι	urn:cts:greekLit:tlg0012.tlg001.omar:24.550
---	---	---	---	---	---	---
urn:cts:greekLit:tlg5026.msAint.hmt:6.191	ἀλλά σιωπῇ	urn:cts:greekLit:tlg0012.tlg001.msA:6.343	τὸν δ' Ἑλένη μύθοισι προσηύδα μειλιχίοισι	τὸν δ' αὖθ' ̔Ιππολόχοιο προσηύδα φαίδιμος υἱός	τὸν, δ', προσηύδα	urn:cts:greekLit:tlg0012.tlg001.omar:6.144
urn:cts:greekLit:tlg5026.msAint.hmt:6.191	ἀλλά σιωπῇ	urn:cts:greekLit:tlg0012.tlg001.msA:6.343	τὸν δ' Ἑλένη μύθοισι προσηύδα μειλιχίοισι	ὣς φάτο τὸν δ' οὐ πεῖθεν ἀμειβόμενος δὲ προσηύδα	τὸν, δ', προσηύδα	urn:cts:greekLit:tlg0012.tlg001.omar:17.33
urn:cts:greekLit:tlg5026.msAint.hmt:6.191	ἀλλά σιωπῇ	urn:cts:greekLit:tlg0012.tlg001.msA:6.343	τὸν δ' Ἑλένη μύθοισι προσηύδα μειλιχίοισι	πολλὰ δὲ μειλιχίοισι προσηύδα πολλὰ δ' ἀρειῇ	δ', προσηύδα, μειλιχίοισι	urn:cts:greekLit:tlg0012.tlg001.omar:17.431
urn:cts:greekLit:tlg5026.msAint.hmt:6.191	ἀλλά σιωπῇ	urn:cts:greekLit:tlg0012.tlg001.msA:6.343	τὸν δ' Ἑλένη μύθοισι προσηύδα μειλιχίοισι	τὸν δ' ὃ γέρων ἐλεεινὰ προσηύδα χεῖρας ὀρεγνύς	τὸν, δ', προσηύδα	urn:cts:greekLit:tlg0012.tlg001.omar:22.37
---	---	---	---	---	---	---
---	---	---	---	---	---	---
urn:cts:greekLit:tlg5026.msAint.hmt:8.93	θήκατο νεβρόν	urn:cts:greekLit:tlg0012.tlg001.msA:8.103	σὴ δὲ βίη λέλυται χαλεπὸν δέ σε γῆρας ὀπάζει	εἰ δὲ σὺ καρτερός ἐσσι θεὰ δέ σε γείνατο μήτηρ	δὲ, δέ, σε	urn:cts:greekLit:tlg0012.tlg001.omar:1.280
---	---	---	---	---	---	---
---	---	---	---	---	---	---
urn:cts:greekLit:tlg5026.msAint.hmt:9.261	ὡς καί τετελεσμένον ἔσται	urn:cts:greekLit:tlg0012.tlg001.msA:9.215	αὐτὰρ ἐπεί ῥ᾽ ὠπτησε καὶ εὶν ἑλεοῖσιν ἔχευεν	αὐτὰρ ἐπεί ῥ' εὔξαντο καὶ οὐλοχύτας προβάλοντο	αὐτὰρ, ἐπεί, καὶ	urn:cts:greekLit:tlg0012.tlg001.omar:1.458
